Time [s];Movement [mm]
0.0;0.0012304125121
0.049499999732;0.00027495762333
0.099500000477;-0.0011206414783
0.1494999975;-0.00078433111776
0.19949999452;0.00076046888717
0.24950000644;0.0011094947113
0.29949998856;-0.00028046316584
0.34950000048;-0.0012462181039
0.3995000124;-0.016038797796
0.44949999452;-0.016627339646
0.49950000644;-0.017445407808
0.55000001192;-0.041753098369
0.60000002384;-0.057881824672
0.64999997616;-0.072188809514
0.69999998808;-0.074241422117
0.75;-0.089816235006
0.80000001192;-0.085161440074
0.85000002384;-0.079602271318
0.89999997616;-0.080684959888
0.94999998808;-0.080502651632
1.0;-0.069345682859
1.0499999523;-0.06452395767
1.1000000238;-0.070279076695
1.1499999762;-0.03364835307
1.2000000477;-0.017184495926
1.25;-0.010160791688
1.2999999523;-0.0055160517804
1.3500000238;0.0047831065021
1.3999999762;0.0075984913856
1.4500000477;-0.001424317481
1.5;-0.0082425884902
1.5499999523;-0.0022446415387
1.6000000238;0.0072345621884
1.6499999762;0.0054419767112
1.7000000477;-0.0048324912786
1.75;-0.0075980778784
1.7999999523;0.0014239692828
1.8500000238;-0.0063796872273
1.8999999762;-0.022899333388
1.9500000477;-0.026424657553
2.0;-0.041529007256
2.0499999523;-0.061277315021
2.0999999046;-0.076056465507
2.1500000954;-0.08076634258
2.2000000477;-0.056977644563
2.25;-0.028503794223
2.2999999523;-0.006911186967
2.3499999046;-0.017028158531
2.4000000954;-0.0070881051943
2.4500000477;-0.0095614288002
2.4995000362;-0.0017079616664
2.5494999886;0.0027624208014
2.5994999409;-0.007323007565
2.6494998932;-0.0060240952298
2.6995000839;0.0046382625587
2.7495000362;0.00046170066344
2.7994999886;-0.0082921627909
2.8494999409;-0.0043202484958
2.8994998932;-0.016965353861
2.9495000839;-0.042775996029
2.9995000362;-0.031696818769
3.0494999886;-0.023002225906
3.0994999409;-0.042745292187
3.1494998932;-0.053253229707
3.1995000839;-0.050980869681
3.2495000362;-0.036260981113
3.2994999886;-0.044875707477
3.3494999409;-0.059690345079
3.3994998932;-0.059472169727
3.4495000839;-0.052576828748
3.4995000362;-0.046310249716
3.5494999886;-0.05883801356
3.5994999409;-0.061801873147
3.6494998932;-0.048256848007
3.6995000839;-0.034170877188
3.7495000362;-0.036320809275
3.7994999886;-0.045492313802
3.8494999409;-0.039343431592
3.8994998932;-0.025296311826
3.9495000839;-0.027873344719
3.9995000362;-0.041622344404
4.0494999886;-0.044130537659
4.0995001793;-0.04025022313
4.1494998932;-0.04307103157
4.1995000839;-0.056735113263
4.2494997978;-0.06650017947
4.2994999886;-0.064705453813
4.3495001793;-0.064558163285
4.3994998932;-0.070423319936
4.4495000839;-0.079904712737
4.4994997978;-0.083286888897
4.5494999886;-0.082525625825
4.5995001793;-0.085292518139
4.6494998932;-0.091495268047
4.6995000839;-0.090070948005
4.7494997978;-0.086289569736
4.7994999886;-0.07941903919
4.8495001793;-0.08175919205
4.8994998932;-0.079326018691
4.9499998093;-0.076986126602
5.0;-0.068160608411
5.0500001907;-0.065096974373
5.0999999046;-0.067181944847
5.1500000954;-0.065741598606
5.1999998093;-0.060394149274
5.25;-0.061315190047
5.3000001907;-0.065671980381
5.3499999046;-0.069774635136
5.4000000954;-0.070287741721
5.4499998093;-0.070805072784
5.5;-0.075273357332
5.5500001907;-0.080777212977
5.5999999046;-0.08276694268
5.6500000954;-0.085829988122
5.6999998093;-0.090748637915
5.75;-0.097174189985
5.8000001907;-0.098812326789
5.8499999046;-0.098427154124
5.9000000954;-0.097050875425
5.9499998093;-0.099050469697
6.0;-0.099234931171
6.0500001907;-0.096128232777
6.0999999046;-0.094401732087
6.1500000954;-0.089807227254
6.1999998093;-0.089220710099
6.25;-0.085022337735
6.3000001907;-0.080454058945
6.3499999046;-0.077109612525
6.4000000954;-0.077992126346
6.4499998093;-0.078697472811
6.5;-0.078424036503
6.5500001907;-0.079331748188
6.5999999046;-0.082298353314
6.6500000954;-0.084577910602
6.6999998093;-0.087287597358
6.75;-0.088669173419
6.8000001907;-0.090686552227
6.8499999046;-0.095219664276
6.9000000954;-0.099560976028
6.9499998093;-0.1001291126
7.0;-0.10055537522
7.0500001907;-0.10179746151
7.0999999046;-0.10291066766
7.1500000954;-0.10133348405
7.1999998093;-0.098210737109
7.25;-0.096852861345
7.3000001907;-0.096051946282
7.3499999046;-0.093212664127
7.4000000954;-0.088660217822
7.4499998093;-0.086041688919
7.5;-0.084116242826
7.5500001907;-0.0827011168
7.5999999046;-0.080761238933
7.6500000954;-0.079451993108
7.6999998093;-0.080303132534
7.75;-0.082576327026
7.8000001907;-0.084353156388
7.8499999046;-0.085070014
7.9000000954;-0.087422087789
7.9499998093;-0.09043250978
8.0;-0.093800775707
8.0500001907;-0.096263282001
8.1000003815;-0.098826430738
8.1499996185;-0.10271640867
8.1999998093;-0.10419374704
8.25;-0.10571797192
8.3000001907;-0.10556669533
8.3500003815;-0.10503884405
8.3999996185;-0.1039429009
8.4499998093;-0.10220341384
8.5;-0.099949985743
8.5500001907;-0.097302883863
8.6000003815;-0.095351628959
8.6499996185;-0.094064556062
8.6999998093;-0.090805917978
8.75;-0.087043851614
8.8000001907;-0.084383569658
8.8500003815;-0.084325827658
8.8999996185;-0.083368040621
8.9499998093;-0.084127947688
9.0;-0.085803896189
9.0500001907;-0.087130978703
9.1000003815;-0.090388305485
9.1499996185;-0.092107765377
9.1999998093;-0.093085095286
9.25;-0.096706561744
9.3000001907;-0.10115004331
9.3500003815;-0.10404682159
9.3999996185;-0.10567427427
9.4495000839;-0.10803764313
9.4995002747;-0.10997161269
9.5495004654;-0.11191815138
9.5994997025;-0.11286773533
9.6494998932;-0.11250953376
9.6995000839;-0.11166395992
9.7495002747;-0.11127039045
9.7995004654;-0.11033958942
9.8494997025;-0.10731817782
9.8994998932;-0.10453330725
9.9495000839;-0.10277036577
9.9995002747;-0.10150397569
10.049500465;-0.098412714899
10.099499702;-0.09617896378
10.149499893;-0.094788752496
10.199500084;-0.094428755343
10.249500275;-0.094145618379
10.299500465;-0.093224346638
10.349499702;-0.093508318067
10.399499893;-0.095023490489
10.449500084;-0.09606064111
10.499500275;-0.095870792866
10.549500465;-0.097280025482
10.599499702;-0.09861574322
10.649499893;-0.10084550828
10.699500084;-0.10326496512
10.749500275;-0.10427948087
10.799500465;-0.10468322039
10.849499702;-0.10630933195
10.899499893;-0.10724128783
10.949500084;-0.10611820966
10.999500275;-0.10379108042
11.049500465;-0.10235269368
11.099499702;-0.10028011352
11.149499893;-0.097324207425
11.199500084;-0.093828588724
11.249500275;-0.09072265029
11.299500465;-0.088220581412
11.349499702;-0.086772695184
11.399499893;-0.083625905216
11.449500084;-0.081049330533
11.499500275;-0.080449596047
11.549500465;-0.079830899835
11.599499702;-0.080530896783
11.649499893;-0.082275815308
11.699500084;-0.083706527948
11.749500275;-0.08686581254
11.799500465;-0.089473232627
11.849499702;-0.091546244919
11.899499893;-0.093259826303
11.949500084;-0.095907278359
11.999500275;-0.098220489919
12.049500465;-0.10005290061
12.099499702;-0.10087582469
12.149499893;-0.10154848546
12.199500084;-0.10189285874
12.249500275;-0.10139368474
12.299500465;-0.10026126355
12.349499702;-0.098297975957
12.399499893;-0.095563389361
12.449500084;-0.093689925969
12.499500275;-0.08987211436
12.549500465;-0.086165994406
12.599499702;-0.08240236342
12.649499893;-0.080253347754
12.699500084;-0.080164290965
12.749500275;-0.07899659127
12.799500465;-0.077773936093
12.849499702;-0.077564150095
12.899499893;-0.077345274389
12.949500084;-0.078239358962
12.999500275;-0.080844044685
13.049500465;-0.083866514266
13.099499702;-0.086765743792
13.149499893;-0.090165652335
13.199500084;-0.092322595417
13.249500275;-0.094958096743
13.299500465;-0.098475597799
13.349499702;-0.10114459693
13.399499893;-0.10269397497
13.449500084;-0.10230373591
13.499500275;-0.10192308575
13.549500465;-0.10201125592
13.599499702;-0.10132745653
13.649499893;-0.099638178945
13.699500084;-0.09819765389
13.749500275;-0.096888564527
13.799500465;-0.094775468111
13.849499702;-0.092585660517
13.899499893;-0.090237207711
13.949500084;-0.088814660907
13.999500275;-0.087985545397
14.049500465;-0.088055901229
14.099499702;-0.087208867073
14.149499893;-0.08615398407
14.199500084;-0.086736559868
14.249500275;-0.087014459074
14.299500465;-0.087867990136
14.349499702;-0.088755726814
14.399499893;-0.090415090322
14.449500084;-0.091716058552
14.499500275;-0.091509997845
14.549500465;-0.091620117426
14.599499702;-0.092657059431
14.649499893;-0.094150595367
14.699500084;-0.094410687685
14.749500275;-0.093151032925
14.799500465;-0.090952821076
14.849499702;-0.089906252921
14.899499893;-0.088328048587
14.949500084;-0.085963636637
14.999500275;-0.084671959281
15.049500465;-0.082652144134
15.099499702;-0.08094894141
15.149499893;-0.078867614269
15.199500084;-0.077473282814
15.249500275;-0.076847650111
15.299500465;-0.075803719461
15.349499702;-0.075585402548
15.399499893;-0.075795918703
15.449500084;-0.075941868126
15.499500275;-0.076788619161
15.549500465;-0.077964954078
15.599499702;-0.078477039933
15.649499893;-0.080191455781
15.699500084;-0.081783391535
15.749500275;-0.083561368287
15.799500465;-0.085455656052
15.849499702;-0.087174117565
15.899499893;-0.08918659389
15.949500084;-0.090458035469
15.999500275;-0.090888261795
16.049499512;-0.090362876654
16.099500656;-0.089298591018
16.149499893;-0.088372372091
16.19949913;-0.08687184006
16.249500275;-0.085662133992
16.299499512;-0.082301452756
16.349500656;-0.079494692385
16.399499893;-0.077570594847
16.44949913;-0.07539011538
16.499500275;-0.073427319527
16.549499512;-0.071455784142
16.599500656;-0.071021601558
16.649499893;-0.070287972689
16.69949913;-0.069957144558
16.749500275;-0.070300921798
16.799499512;-0.070368610322
16.849500656;-0.072411201894
16.899499893;-0.074361182749
16.94949913;-0.075190745294
16.999500275;-0.07687330991
17.049499512;-0.077741675079
17.099500656;-0.078724339604
17.149499893;-0.080710366368
17.19949913;-0.08284971118
17.249500275;-0.084776423872
17.299499512;-0.086780779064
17.349500656;-0.088022321463
17.399499893;-0.088051997125
17.44949913;-0.086863011122
17.499500275;-0.086197063327
17.549499512;-0.084879882634
17.599500656;-0.08345849812
17.649499893;-0.08208797127
17.69949913;-0.08024956286
17.749500275;-0.078626438975
17.799499512;-0.076421804726
17.849500656;-0.074716903269
17.899499893;-0.073974832892
17.94949913;-0.073659561574
17.999500275;-0.07235532999
18.049499512;-0.071053281426
18.099500656;-0.070733897388
18.149499893;-0.070560783148
18.19949913;-0.070557057858
18.249500275;-0.070171706378
18.299499512;-0.069635510445
18.349500656;-0.069134749472
18.399499893;-0.067903511226
18.44949913;-0.06528314203
18.499500275;-0.064675718546
